,Distributor Name,Sale Flag,Invoice No,Client Code,Client Name,Client Type,Brick Name,Team,Pack Code,Product,Description,Batch,Invoice Date,Units,Bonus,Discount,Price,Value Np
,PREMIER SALES PVT LTD-SUKKUR,R,611636,3909,IMTIAZ MEDICO C/O DR AGHA AIJAZ/AIRPORT ROAD AL-KHAIR HOSPITAL SUKKUR/,Retailer            ,AIRPORT ROAD-AIRPORT ROAD-AIR PORT ROAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481101           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SUKKUR,S,608931,793,AMBER MEDICAL STORE/LAKHI GATE SHIKARPUR/,Retailer            ,OUTSTATION-SHIKARPUR-LAKHI DAR SHIKARPUR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,04/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SUKKUR,R,608931,793,AMBER MEDICAL STORE/LAKHI GATE SHIKARPUR/,Retailer            ,OUTSTATION-SHIKARPUR-LAKHI DAR SHIKARPUR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,04/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SUKKUR,S,614969,5499,SAMADA SURGICAL STORE/OPPOSITE POST OFFICE LAKHI GATE SHIKARPUR/,Retailer            ,OUTSTATION-SHIKARPUR-LAKHI DAR SHIKARPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,16/10/2025,5,0,0,1450.85,7254.25
,PREMIER SALES PVT LTD-SUKKUR,R,614969,5499,SAMADA SURGICAL STORE/OPPOSITE POST OFFICE LAKHI GATE SHIKARPUR/,Retailer            ,OUTSTATION-SHIKARPUR-LAKHI DAR SHIKARPUR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,16/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SUKKUR,S,609059,38,JAFFAR MEDICAL STORE/SHAHI BAZAR SUKKUR/,Retailer            ,SHAHI BAZAR-SHAHI BAZAR-SHAHI BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,04/10/2025,4,2,0,343.03,1372.12
,PREMIER SALES PVT LTD-SUKKUR,R,609059,38,JAFFAR MEDICAL STORE/SHAHI BAZAR SUKKUR/,Retailer            ,SHAHI BAZAR-SHAHI BAZAR-SHAHI BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,04/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SUKKUR,S,613618,2490,SINDH MEDICAL STORE C/O DR DAYA RAM/BUS STAND CHUNDKO/,Retailer            ,OUTSTATION-CHUNDKO-MAIN ROAD CHANDKO,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,14/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SUKKUR,R,613618,2490,SINDH MEDICAL STORE C/O DR DAYA RAM/BUS STAND CHUNDKO/,Retailer            ,OUTSTATION-CHUNDKO-MAIN ROAD CHANDKO,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,14/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SUKKUR,S,609722,6439,MOAZAM MEDICAL & GENERAL STORE/NEAR AL-KHAIR HOSPITAL AIRPORT ROAD SUKKUR/,Retailer            ,AIRPORT ROAD-AIRPORT ROAD-AIR PORT ROAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,06/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SUKKUR,R,609722,6439,MOAZAM MEDICAL & GENERAL STORE/NEAR AL-KHAIR HOSPITAL AIRPORT ROAD SUKKUR/,Retailer            ,AIRPORT ROAD-AIRPORT ROAD-AIR PORT ROAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,06/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,S,178556,637,SKYLINE PHARMACY/MALL LARA KERNAL SHER KILLI SWABI/,Retailer            ,OUTSTATION-SHAWA ADDA-NAWA KALLY,Falcons,PV07201,Supercran,Sac. 10's,N5J079              ,15/10/2025,1,0,0,360.17,360.17
,PREMIER SALES PVT LTD-SWABI,R,178556,637,SKYLINE PHARMACY/MALL LARA KERNAL SHER KILLI SWABI/,Retailer            ,OUTSTATION-SHAWA ADDA-NAWA KALLY,Falcons,PV07201,Supercran,Sac. 10's,N5J079              ,15/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-SWABI,S,177683,88,UNITED MEDICINE CENTER C/ODR  IMRAN/TOPI/,Wholeseller         ,OUTSTATION-TOPI-TOPI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-SWABI,R,177683,88,UNITED MEDICINE CENTER C/ODR  IMRAN/TOPI/,Wholeseller         ,OUTSTATION-TOPI-TOPI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWABI,S,180234,326,USMAN PHARMACY POINT/MAIN BAZAR TOPI/,Retailer            ,OUTSTATION-TOPI-TOPI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,23/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SWABI,S,177706,326,USMAN PHARMACY POINT/MAIN BAZAR TOPI/,Retailer            ,OUTSTATION-TOPI-TOPI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-SWABI,R,180234,326,USMAN PHARMACY POINT/MAIN BAZAR TOPI/,Retailer            ,OUTSTATION-TOPI-TOPI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,23/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,R,177706,326,USMAN PHARMACY POINT/MAIN BAZAR TOPI/,Retailer            ,OUTSTATION-TOPI-TOPI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512405           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWABI,S,176407,196,ABU SALIH M/S/ZAIDA/,Wholeseller         ,OUTSTATION-MARGHOOZ-ZAIDA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,02/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,R,176407,196,ABU SALIH M/S/ZAIDA/,Wholeseller         ,OUTSTATION-MARGHOOZ-ZAIDA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,02/10/2025,-2,1,0,343.03,-686.06
,PREMIER SALES PVT LTD-SWABI,S,178995,146,MALAK M/S/HOSPITAL ROAD SWABI/,Wholeseller         ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,17/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-SWABI,R,178995,146,MALAK M/S/HOSPITAL ROAD SWABI/,Wholeseller         ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,17/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,S,177080,292,AZAN MEDICAL STORE C/O DR UBAID/CHOTA LAHORE/,Retailer            ,OUTSTATION-YAR HUSSAIN-CHOTA LAHORE,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,06/10/2025,1,0,0,450,450
,PREMIER SALES PVT LTD-SWABI,R,177080,292,AZAN MEDICAL STORE C/O DR UBAID/CHOTA LAHORE/,Retailer            ,OUTSTATION-YAR HUSSAIN-CHOTA LAHORE,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,06/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,S,177207,468,AFAQ PHARMACY/MANSABDAR NEAR AFAQ SHADI HALL SHEWA ADDA SWABI/,Retailer            ,OUTSTATION-SHAWA ADDA-NAWA KALLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,07/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SWABI,R,177207,468,AFAQ PHARMACY/MANSABDAR NEAR AFAQ SHADI HALL SHEWA ADDA SWABI/,Retailer            ,OUTSTATION-SHAWA ADDA-NAWA KALLY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,07/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,S,179656,440,NASAR HAMZA MEDICOSE &  SURGICAL/SHAH MANSOOR SWABI/,Retailer            ,SWABI-SWABI-SHAHMANSOR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,21/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-SWABI,R,179656,440,NASAR HAMZA MEDICOSE &  SURGICAL/SHAH MANSOOR SWABI/,Retailer            ,SWABI-SWABI-SHAHMANSOR,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,21/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,S,178330,560,MEDRX PLUS PHARMACY/ZAKARYA SHAKH TEHSIL LAHORE/,Retailer            ,OUTSTATION-YAR HUSSAIN-CHOTA LAHORE,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,13/10/2025,20,12,0,343.03,6860.6
,PREMIER SALES PVT LTD-SWABI,R,178330,560,MEDRX PLUS PHARMACY/ZAKARYA SHAKH TEHSIL LAHORE/,Retailer            ,OUTSTATION-YAR HUSSAIN-CHOTA LAHORE,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,13/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,S,177594,94,AHMAD MEDICOSE/THAND KOI/,Retailer            ,OUTSTATION-MARGHOOZ-TAND KOWEY,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,09/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,S,180065,94,AHMAD MEDICOSE/THAND KOI/,Retailer            ,OUTSTATION-MARGHOOZ-TAND KOWEY,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,23/10/2025,2,0,0,450,900
,PREMIER SALES PVT LTD-SWABI,R,177594,94,AHMAD MEDICOSE/THAND KOI/,Retailer            ,OUTSTATION-MARGHOOZ-TAND KOWEY,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,09/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,R,180065,94,AHMAD MEDICOSE/THAND KOI/,Retailer            ,OUTSTATION-MARGHOOZ-TAND KOWEY,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,23/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,S,178243,443,CITY PHARMACY/BATAKERA ROAD MANERI PAYAN DISTRICT & TEHSEL SWABI/,Retailer            ,SWABI-SWABI-JAHANGERA ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,13/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SWABI,R,178243,443,CITY PHARMACY/BATAKERA ROAD MANERI PAYAN DISTRICT & TEHSEL SWABI/,Retailer            ,SWABI-SWABI-JAHANGERA ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,13/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,S,176862,142,NEW DARMAN M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,04/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SWABI,R,176862,142,NEW DARMAN M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,04/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWABI,S,178737,157,YOUNAS M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,15/10/2025,25,25,0,343.03,8575.75
,PREMIER SALES PVT LTD-SWABI,S,177952,157,YOUNAS M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,10/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,R,177952,157,YOUNAS M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,10/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,R,178737,157,YOUNAS M/S/HOSPITAL ROAD SWABI/,Retailer            ,SWABI-SWABI-DHQ ROAD SAWABI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,15/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,S,176592,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,03/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWABI,S,178462,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,14/10/2025,4,0,0,450,1800
,PREMIER SALES PVT LTD-SWABI,S,177869,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,10/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,R,178462,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,14/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,R,177869,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3484                ,10/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-SWABI,R,176592,34,NEW FAZAL MEDICAL STORE/SHEWA ADDA/,Wholeseller         ,OUTSTATION-SHAWA ADDA-SHAWA ADDA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 161-AC          ,03/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWABI,S,178598,130,FAREED M/S/GOHATI/,Wholeseller         ,OUTSTATION-SHAWA ADDA-GOHATEY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,15/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-SWABI,R,178598,130,FAREED M/S/GOHATI/,Wholeseller         ,OUTSTATION-SHAWA ADDA-GOHATEY,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031506             ,15/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWAT,S,577074,845,JAN MEDICOSE/KHAN MARKET/,Wholeseller         ,MINGORA-MINGORA 2-NESHAT CHOWK MAIN BAZAR,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,18/10/2025,50,0,4502.1125,360.17,13506.3875
,PREMIER SALES PVT LTD-SWAT,R,577074,845,JAN MEDICOSE/KHAN MARKET/,Wholeseller         ,MINGORA-MINGORA 2-NESHAT CHOWK MAIN BAZAR,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,18/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-SWAT,S,577223,1064,ZAFAR IQBAL & BROTHER ENTERPRISES/NESHAT CHOWAK/,Retailer            ,MINGORA-MINGORA 2-NESHAT CHOWK MAIN BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,18/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,R,577223,1064,ZAFAR IQBAL & BROTHER ENTERPRISES/NESHAT CHOWAK/,Retailer            ,MINGORA-MINGORA 2-NESHAT CHOWK MAIN BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,18/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,576721,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,17/10/2025,0,0,0,3000,0
,PREMIER SALES PVT LTD-SWAT,S,576948,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,18/10/2025,8,2,0,360.17,2881.36
,PREMIER SALES PVT LTD-SWAT,S,576721,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK/1             ,17/10/2025,0,0,0,2644.07,0
,PREMIER SALES PVT LTD-SWAT,R,576948,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,18/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-SWAT,R,576721,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV13230,EvoCheck Go,BGM Meter Kit,Q25D141BP           ,17/10/2025,0,0,0,3000,0
,PREMIER SALES PVT LTD-SWAT,R,576721,1942,RAZAAN PHARMACY/JOWAR CHOWK/,Retailer            ,OUTSTATION-BUNIR-JUWARR,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK/1             ,17/10/2025,0,0,0,2644.07,0
,PREMIER SALES PVT LTD-SWAT,S,578817,1023,IQBAL MEDICAL HALL/DURISHKHILA/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK               ,23/10/2025,1,0,0,2644.07,2644.07
,PREMIER SALES PVT LTD-SWAT,R,578817,1023,IQBAL MEDICAL HALL/DURISHKHILA/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK               ,23/10/2025,0,0,0,2644.07,0
,PREMIER SALES PVT LTD-SWAT,S,577033,97,DR.UMAIR KALAM/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK               ,18/10/2025,1,0,0,2644.07,2644.07
,PREMIER SALES PVT LTD-SWAT,R,577033,97,DR.UMAIR KALAM/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV13269,EvoCheck,Weighing Scale (Black),BLACK               ,18/10/2025,0,0,0,2644.07,0
,PREMIER SALES PVT LTD-SWAT,S,572020,1847,NOOR MEDICAL STORE/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-ALPURI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,07/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,R,572020,1847,NOOR MEDICAL STORE/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-ALPURI,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,07/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,570128,661,SHAHFAHAD M/S/SAWARI/,Retailer            ,OUTSTATION-BUNIR-SAWARI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,02/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-SWAT,S,572916,661,SHAHFAHAD M/S/SAWARI/,Retailer            ,OUTSTATION-BUNIR-SAWARI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,09/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-SWAT,R,570128,661,SHAHFAHAD M/S/SAWARI/,Retailer            ,OUTSTATION-BUNIR-SAWARI,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,02/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWAT,R,572916,661,SHAHFAHAD M/S/SAWARI/,Retailer            ,OUTSTATION-BUNIR-SAWARI,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,S,575781,495,Bacha Medical Store/Beha Road Matta/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212362403           ,15/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,R,575781,495,Bacha Medical Store/Beha Road Matta/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212362403           ,15/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,S,575136,302,NEW KHYBER DRUG HOUSE/NEW ROAD/,Retailer            ,MINGORA-MINGORA 1-AIR PORT ROAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,14/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,R,575136,302,NEW KHYBER DRUG HOUSE/NEW ROAD/,Retailer            ,MINGORA-MINGORA 1-AIR PORT ROAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,14/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,578334,440,Sher Medical Store/MATTA/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576             ,22/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-SWAT,R,578334,440,Sher Medical Store/MATTA/,Retailer            ,OUTSTATION-MATA-MATTA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031576             ,22/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-SWAT,S,571434,108,FARAZ PHARMACY/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,06/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-SWAT,S,574364,108,FARAZ PHARMACY/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,13/10/2025,4,2,0,343.03,1372.12
,PREMIER SALES PVT LTD-SWAT,R,571434,108,FARAZ PHARMACY/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,06/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,R,574364,108,FARAZ PHARMACY/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,13/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,572010,61,NEW KOHISTAN M/S/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-BISHAM BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,07/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,S,577808,61,NEW KOHISTAN M/S/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-BISHAM BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,21/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,R,572010,61,NEW KOHISTAN M/S/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-BISHAM BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,07/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,R,577808,61,NEW KOHISTAN M/S/BESHAM/,Retailer            ,OUTSTATION-BISHAM SHANGLA-BISHAM BAZAR,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,21/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,576625,1723,HUSSAIN & SONS MEDICAL STORE/TOTANO BANDAI TEHSIL KABAL SWAT/,Retailer            ,MINGORA-MINGORA 4-KABAL,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,17/10/2025,4,1,0,360.17,1440.68
,PREMIER SALES PVT LTD-SWAT,R,576625,1723,HUSSAIN & SONS MEDICAL STORE/TOTANO BANDAI TEHSIL KABAL SWAT/,Retailer            ,MINGORA-MINGORA 4-KABAL,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,17/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-SWAT,S,578951,95,NEW ZAKIR MEDICAL STORE/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,23/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,R,578951,95,NEW ZAKIR MEDICAL STORE/BARIKOT/,Retailer            ,OUTSTATION-BATKHELA-BARI KOT,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212512503           ,23/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-SWAT,S,578769,1819,RIGHT MEDICAL STORE/NEAR HASCOL PETROL PUMP CCHARBAGH SWAT/,Retailer            ,OUTSTATION-KHWAZAKHELA-CHARBAGH,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 158-AC          ,23/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,R,578769,1819,RIGHT MEDICAL STORE/NEAR HASCOL PETROL PUMP CCHARBAGH SWAT/,Retailer            ,OUTSTATION-KHWAZAKHELA-CHARBAGH,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 158-AC          ,23/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-SWAT,S,575797,676,CHAMLA M/S/CHAMLA/,Retailer            ,OUTSTATION-BUNIR-CHAMLA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 166-HC          ,16/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-SWAT,S,575797,676,CHAMLA M/S/CHAMLA/,Retailer            ,OUTSTATION-BUNIR-CHAMLA,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,16/10/2025,2,0,0,360.17,720.34
,PREMIER SALES PVT LTD-SWAT,R,575797,676,CHAMLA M/S/CHAMLA/,Retailer            ,OUTSTATION-BUNIR-CHAMLA,Falcons,PV07201,Supercran,Sac. 10's,N5F039              ,16/10/2025,0,0,0,360.17,0
